Agency Type,Distribution Channel,Claim,Duration,Destination,Net Sales,Commision (in value),Age
0,1,0,37.0,0,10.0,0.0,36.0
0,1,0,21.0,1,22.0,0.0,36.0
0,1,0,80.0,0,10.0,0.0,36.0
0,1,0,119.0,9,11.0,0.0,36.0
0,1,1,25.0,41,73.0,0.0,25.0
0,1,0,12.0,17,10.0,0.0,36.0
0,1,0,39.0,9,20.0,0.0,36.0
0,1,0,1.0,0,20.0,0.0,34.0
0,1,0,46.0,9,20.0,0.0,36.0
0,1,0,3.0,18,0.0,0.0,36.0
0,1,0,6.0,9,20.0,0.0,36.0
0,1,0,26.0,14,33.0,0.0,36.0
0,1,0,3.0,0,20.0,0.0,36.0
1,1,0,23.0,13,39.0,15.6,55.0
1,1,0,12.0,13,39.0,15.6,55.0
1,1,0,33.0,13,31.0,12.4,55.0
0,1,0,75.0,37,93.0,28.875000000000004,48.0
1,1,0,61.0,25,15.0,6.0,52.0
1,1,0,57.0,25,15.0,6.0,44.0
1,1,0,119.0,25,15.0,6.0,23.0
1,1,0,6.0,9,2.25,0.63,48.0
1,1,0,6.0,9,1.67,0.47,48.0
1,1,0,83.0,9,12.66,3.55,48.0
1,1,0,41.0,9,11.88,3.33,48.0
1,1,0,1.0,7,18.0,6.3,28.0
1,1,0,51.0,1,35.0,12.25,55.0
1,1,0,5.0,0,18.0,6.3,53.0
1,1,0,10.0,14,35.0,12.25,26.0
1,1,0,4.0,14,0.0,7.7,55.0
1,1,0,1.0,0,18.0,6.3,50.0
1,1,0,85.0,14,35.0,12.25,40.0
1,1,0,71.0,13,50.0,17.5,40.0
1,1,0,4.0,4,22.0,7.7,40.0
1,1,0,72.0,11,93.0,28.875000000000004,48.0
1,1,0,13.0,14,40.0,14.0,55.0
1,1,0,17.0,13,40.0,14.0,47.0
1,1,0,7.0,9,16.0,4.0,36.0
1,1,0,5.0,9,16.0,4.0,55.0
1,1,0,33.0,9,21.0,5.25,55.0
1,1,0,5.0,9,16.0,4.0,42.0
1,1,0,6.0,9,21.0,5.25,28.0
1,1,0,6.0,9,21.0,5.25,53.0
1,1,0,13.0,9,16.0,4.0,30.0
1,1,0,29.0,9,16.0,4.0,29.0
1,1,0,80.0,9,69.5,17.38,37.0
1,1,0,4.0,9,18.5,4.63,23.0
1,1,0,49.0,9,72.0,18.0,47.0
1,1,1,6.0,9,22.5,5.63,55.0
1,1,1,20.0,9,81.5,20.38,45.0
1,1,0,6.0,9,35.0,8.75,55.0
1,1,0,5.0,9,45.0,11.25,27.0
1,1,0,28.0,9,39.0,9.75,39.0
1,1,0,9.0,9,29.5,7.38,29.0
1,1,0,41.0,9,62.0,15.5,30.0
0,1,0,68.0,1,89.1,28.875000000000004,53.0
0,1,0,119.0,40,19.8,11.88,55.0
0,1,0,119.0,11,49.5,28.875000000000004,47.0
0,1,0,8.0,1,69.3,28.875000000000004,55.0
0,1,0,27.0,15,29.7,17.82,32.0
0,1,0,20.0,4,29.7,17.82,50.0
0,1,0,119.0,20,29.7,17.82,35.0
0,1,0,19.0,1,59.4,28.875000000000004,41.0
0,1,0,1.0,0,9.9,5.94,31.0
0,1,0,14.0,1,69.3,28.875000000000004,55.0
0,1,0,13.0,0,0.0,23.76,52.0
0,1,0,119.0,11,93.0,28.875000000000004,46.0
0,1,0,32.0,32,19.8,11.88,31.0
0,1,0,7.0,15,19.8,11.88,48.0
0,1,0,20.0,27,19.8,11.88,31.0
0,1,0,28.0,1,39.6,23.76,51.0
0,1,0,16.0,4,29.7,17.82,32.0
0,1,0,31.0,0,19.8,11.88,50.0
0,1,0,95.0,23,0.0,28.875000000000004,53.0
0,1,0,95.0,23,59.4,28.875000000000004,53.0
0,1,0,11.0,1,39.6,23.76,54.0
0,1,0,5.0,10,0.0,5.94,30.0
0,1,0,26.0,1,49.5,28.875000000000004,48.0
0,1,0,119.0,0,0.0,28.875000000000004,31.0
0,1,0,32.0,1,69.3,28.875000000000004,25.0
0,1,0,33.0,1,79.2,28.875000000000004,45.0
0,1,0,37.0,4,29.7,17.82,55.0
0,1,0,71.0,10,9.9,5.94,31.0
0,1,0,5.0,0,0.0,23.76,42.0
0,1,0,96.0,33,59.4,28.875000000000004,39.0
0,1,0,5.0,12,29.7,17.82,53.0
0,1,0,5.0,7,20.0,0.0,36.0
0,1,0,2.0,0,21.0,0.0,36.0
0,1,0,48.0,11,93.0,0.0,36.0
0,1,0,18.0,3,93.0,0.0,55.0
0,1,0,9.0,16,25.0,0.0,36.0
0,1,0,68.0,13,47.0,0.0,36.0
0,1,0,21.0,4,25.0,0.0,36.0
0,1,0,37.0,14,34.0,0.0,36.0
0,1,0,33.0,49,27.0,0.0,36.0
0,1,0,42.0,4,20.0,0.0,36.0
0,1,0,49.0,11,93.0,0.0,36.0
0,1,0,119.0,27,20.0,0.0,36.0
0,1,0,25.0,4,50.0,0.0,36.0
0,1,0,11.0,30,23.0,0.0,36.0
0,1,0,76.0,14,28.0,0.0,36.0
0,1,0,37.0,19,20.0,0.0,36.0
0,1,0,80.0,7,20.0,0.0,36.0
0,1,0,50.0,138,93.0,0.0,36.0
0,1,0,82.0,26,83.0,0.0,36.0
0,1,0,41.0,4,20.0,0.0,36.0
0,1,0,69.0,14,31.0,0.0,36.0
0,1,1,62.0,1,57.0,0.0,36.0
0,1,0,42.0,4,20.0,0.0,36.0
0,1,0,55.0,4,23.0,0.0,55.0
0,1,0,25.0,4,24.0,0.0,36.0
0,1,0,119.0,9,53.0,0.0,36.0
0,1,0,46.0,17,20.0,0.0,36.0
0,1,0,21.0,4,53.0,0.0,36.0
0,1,0,119.0,7,28.0,0.0,36.0
0,1,1,6.0,14,73.0,0.0,36.0
0,1,0,18.0,14,54.0,0.0,36.0
0,1,0,36.0,4,25.0,0.0,51.0
0,1,0,38.0,19,30.0,0.0,36.0
0,1,0,26.0,9,31.0,0.0,36.0
0,1,0,8.0,9,10.0,0.0,36.0
0,1,0,1.0,9,10.0,0.0,36.0
0,1,0,1.0,1,10.0,0.0,36.0
0,1,0,42.0,0,10.0,0.0,36.0
0,1,0,64.0,17,12.0,0.0,36.0
0,1,0,19.0,16,27.0,0.0,36.0
0,1,0,28.0,27,10.0,0.0,36.0
0,1,0,7.0,12,28.0,0.0,36.0
0,1,0,31.0,45,10.0,0.0,36.0
0,1,0,18.0,3,31.0,0.0,23.0
0,1,0,7.0,13,63.0,0.0,36.0
0,1,0,15.0,12,10.0,0.0,32.0
0,1,0,28.0,11,58.0,0.0,36.0
0,1,0,84.0,10,37.0,0.0,36.0
0,1,0,119.0,10,25.0,0.0,36.0
0,1,0,6.0,12,10.0,0.0,36.0
0,1,0,25.0,14,26.0,0.0,36.0
0,1,0,56.0,12,10.0,0.0,36.0
0,1,0,6.0,10,68.0,0.0,36.0
0,1,0,20.0,12,20.0,0.0,36.0
0,1,0,9.0,14,15.0,0.0,24.0
0,1,0,92.0,3,74.0,0.0,30.0
0,1,0,37.0,14,15.0,0.0,36.0
0,1,0,119.0,12,11.0,0.0,36.0
0,1,0,31.0,3,16.0,0.0,27.0
0,1,0,8.0,0,18.0,0.0,36.0
0,1,0,16.0,12,10.0,0.0,55.0
0,1,0,26.0,41,29.0,0.0,54.0
0,1,0,7.0,17,10.0,0.0,36.0
0,1,0,20.0,0,10.0,0.0,36.0
0,1,0,20.0,14,29.0,0.0,36.0
0,1,0,2.0,12,10.0,0.0,36.0
0,1,0,50.0,14,30.0,0.0,36.0
0,1,0,13.0,9,10.0,0.0,24.0
0,1,0,14.0,7,10.0,0.0,36.0
0,1,0,16.0,19,0.0,0.0,36.0
0,1,0,17.0,19,0.0,0.0,36.0
0,1,0,33.0,9,26.0,0.0,36.0
0,1,0,92.0,10,44.0,0.0,36.0
0,1,0,2.0,12,21.0,0.0,36.0
0,1,0,10.0,4,15.0,0.0,36.0
0,1,0,16.0,11,68.0,0.0,36.0
0,1,0,2.0,14,11.0,0.0,55.0
0,1,0,7.0,14,37.0,0.0,41.0
0,1,0,17.0,9,13.0,0.0,36.0
0,1,0,40.0,9,35.0,0.0,36.0
0,1,0,11.0,7,20.0,0.0,36.0
0,1,0,17.0,41,20.0,0.0,46.0
0,1,0,24.0,19,20.0,0.0,37.0
0,1,0,8.0,7,20.0,0.0,36.0
0,1,0,3.0,14,26.0,0.0,36.0
1,1,0,3.0,13,78.0,28.875000000000004,55.0
1,1,0,49.31707355588542,13,93.0,28.875000000000004,55.0
0,1,0,14.0,12,28.0,10.64,48.0
0,1,0,13.0,12,49.0,18.62,48.0
1,1,0,7.0,25,15.0,6.0,55.0
1,1,0,5.0,25,15.0,6.0,28.0
0,1,0,12.0,7,26.0,16.9,26.0
0,1,0,36.0,1,63.0,28.875000000000004,50.0
1,1,0,119.0,9,0.19,0.05,48.0
1,1,0,11.0,9,4.88,1.37,48.0
1,1,0,67.0,9,10.55,2.96,48.0
1,1,0,46.0,9,3.34,0.94,48.0
1,1,0,5.0,12,18.0,6.3,55.0
1,1,0,32.0,10,26.0,9.1,55.0
1,1,0,107.0,4,22.0,7.7,41.0
1,1,0,9.0,4,18.0,6.3,48.0
1,1,0,29.0,0,30.0,10.5,55.0
1,1,0,4.0,0,18.0,6.3,52.0
1,1,0,11.0,4,22.0,7.7,42.0
1,1,0,14.0,19,26.0,9.1,23.0
1,1,0,5.0,12,18.0,6.3,27.0
1,1,0,119.0,12,30.0,10.5,47.0
1,1,0,4.0,18,18.0,6.3,45.0
1,1,0,21.0,14,35.0,12.25,31.0
1,1,0,112.0,4,0.0,7.7,46.0
1,1,0,9.0,12,18.0,6.3,25.0
1,1,0,15.0,4,18.0,6.3,48.0
1,1,0,7.0,4,22.0,7.7,55.0
1,1,0,111.0,20,40.0,14.0,36.0
1,1,0,13.0,14,26.0,9.1,35.0
1,1,0,42.0,3,93.0,28.875000000000004,37.0
1,1,0,27.0,3,93.0,28.875000000000004,55.0
0,0,0,56.0,0,29.0,9.57,27.0
0,0,0,69.0,0,29.0,9.57,52.0
0,1,0,119.0,1,-27.0,28.875000000000004,41.0
0,1,0,119.0,41,-27.0,0.0,29.0
0,1,0,119.0,47,-27.0,0.0,36.0
0,1,0,119.0,27,-27.0,0.0,36.0
0,1,0,119.0,27,-27.0,0.0,36.0
0,1,0,119.0,63,-22.0,0.0,46.0
0,1,0,119.0,63,-22.0,0.0,48.0
1,1,0,119.0,17,-27.0,10.5,33.0
0,1,0,119.0,44,-9.9,5.94,25.0
0,1,0,119.0,1,-27.0,28.875000000000004,40.0
1,1,0,119.0,9,-27.0,26.75,29.0
0,1,0,119.0,3,-27.0,28.875000000000004,34.0
0,1,0,119.0,10,-27.0,0.0,36.0
1,1,0,74.0,19,-26.0,9.1,55.0
0,1,0,80.0,33,-27.0,28.875000000000004,28.0
0,1,0,81.0,11,-27.0,28.875000000000004,55.0
0,1,0,47.0,14,-27.0,0.0,36.0
0,1,0,63.0,15,-27.0,28.875000000000004,55.0
0,1,0,20.0,1,-27.0,23.76,45.0
0,1,0,109.0,27,-19.8,11.88,31.0
0,1,0,5.0,14,-27.0,0.0,36.0
0,1,0,119.0,52,-9.9,5.94,31.0
1,1,0,66.0,9,-27.0,13.63,32.0
0,1,0,19.0,61,-27.0,0.0,36.0
0,1,0,47.0,15,-27.0,28.875000000000004,23.0
0,1,0,56.0,4,-27.0,23.76,31.0
1,1,0,72.0,11,-27.0,28.875000000000004,48.0
0,1,0,96.0,33,-27.0,28.875000000000004,39.0
0,1,0,50.0,0,-27.0,17.82,25.0
0,1,0,65.0,2,-27.0,28.875000000000004,45.0
0,1,0,36.0,0,-9.9,5.94,32.0
0,1,0,37.0,2,-27.0,23.76,55.0
0,1,0,58.0,27,-27.0,23.76,31.0
0,1,0,119.0,1,-27.0,28.875000000000004,40.0
0,1,0,36.0,1,-27.0,28.875000000000004,33.0
0,1,0,78.0,14,-22.0,0.0,36.0
0,1,0,78.0,14,-22.0,0.0,36.0
1,1,0,30.0,9,-27.0,11.88,44.0
0,1,0,74.0,51,-27.0,28.875000000000004,29.0
0,1,0,53.0,32,-19.8,11.88,54.0
0,1,0,48.0,15,-27.0,22.04,23.0
0,1,0,28.0,11,-27.0,0.0,36.0
0,1,0,53.0,9,-27.0,0.0,36.0
0,1,0,62.0,1,-27.0,23.76,41.0
0,1,0,25.0,14,-25.0,0.0,36.0
0,1,0,24.0,4,-27.0,0.0,36.0
0,1,0,33.0,14,-27.0,0.0,36.0
0,1,0,78.0,4,-19.8,11.88,53.0
0,1,0,50.0,16,-27.0,0.0,49.0
0,1,0,41.0,33,-27.0,17.82,39.0
0,1,0,15.0,20,-27.0,17.82,38.0
0,1,0,119.0,1,-27.0,17.82,29.0
0,1,0,27.0,12,-18.0,0.0,24.0
1,1,0,33.0,14,-26.0,9.1,55.0
0,1,0,33.0,15,-27.0,23.76,55.0
1,1,0,46.0,9,-26.5,6.63,33.0
0,1,0,23.0,11,-9.9,5.94,31.0
0,1,0,40.0,123,-27.0,0.0,36.0
0,1,0,35.0,19,-27.0,0.0,52.0
0,1,0,110.0,27,-27.0,28.875000000000004,46.0
0,1,0,119.0,23,-27.0,28.875000000000004,41.0
0,1,0,22.0,13,-27.0,0.0,52.0
1,1,0,52.0,9,-27.0,7.25,30.0
0,1,0,119.0,93,-9.9,5.94,48.0
0,1,0,40.0,3,-27.0,0.0,44.0
0,1,0,94.0,20,-27.0,28.875000000000004,49.0
0,1,0,16.0,1,-27.0,28.875000000000004,39.0
0,1,0,4.0,0,-19.8,11.88,54.0
0,1,0,31.0,2,-27.0,28.875000000000004,26.0
0,1,0,37.0,14,-27.0,0.0,36.0
0,1,0,45.0,9,-27.0,0.0,36.0
1,1,0,2.0,9,17.55,4.39,36.0
1,1,0,4.0,9,16.0,4.0,27.0
1,1,0,8.0,9,16.0,4.0,36.0
1,1,0,13.0,9,29.0,7.25,44.0
1,1,1,39.0,9,93.0,26.63,52.0
0,1,0,2.0,0,0.0,11.88,33.0
0,1,0,15.0,51,69.3,28.875000000000004,31.0
0,1,0,2.0,1,9.9,5.94,31.0
0,1,0,3.0,0,29.7,17.82,55.0
0,1,0,61.0,23,29.7,17.82,33.0
0,1,0,19.0,4,19.8,11.88,28.0
0,1,0,18.0,1,39.6,23.76,29.0
0,1,0,39.0,11,59.4,28.875000000000004,31.0
0,1,0,8.0,0,59.4,28.875000000000004,45.0
0,1,0,2.0,0,0.0,11.88,35.0
0,1,0,12.0,17,19.8,11.88,51.0
0,1,0,68.0,1,29.7,17.82,25.0
0,1,0,68.0,23,39.6,23.76,31.0
0,1,0,26.0,1,69.3,28.875000000000004,49.0
0,1,0,101.0,1,0.0,28.875000000000004,43.0
0,1,0,52.0,1,0.0,28.875000000000004,46.0
0,1,0,44.0,4,29.7,17.82,51.0
0,1,0,15.0,10,69.3,28.875000000000004,50.0
0,1,0,11.0,51,0.0,28.875000000000004,23.0
0,1,1,24.0,1,59.4,28.875000000000004,30.0
0,1,0,11.0,51,0.0,28.875000000000004,23.0
0,1,0,119.0,23,93.0,28.875000000000004,45.0
0,1,0,21.0,0,19.8,11.88,55.0
0,1,0,3.0,51,19.8,11.88,55.0
0,1,0,84.0,4,20.0,0.0,47.0
0,1,0,18.0,17,26.0,0.0,36.0
0,1,0,6.0,14,29.0,0.0,36.0
0,1,0,16.0,26,93.0,0.0,36.0
0,1,1,12.0,20,40.0,0.0,36.0
0,1,0,57.0,41,93.0,0.0,45.0
0,1,0,90.0,10,70.0,0.0,36.0
0,1,0,30.0,0,20.0,0.0,40.0
0,1,0,9.0,4,41.0,0.0,49.0
0,1,0,11.0,18,20.0,0.0,36.0
0,1,0,37.0,12,20.0,0.0,37.0
0,1,0,18.0,14,20.0,0.0,36.0
0,1,0,37.0,13,24.0,0.0,36.0
0,1,0,15.0,0,20.0,0.0,36.0
0,1,0,33.0,11,87.0,0.0,36.0
0,1,0,16.0,14,82.0,0.0,36.0
0,1,0,58.0,13,45.0,0.0,27.0
0,1,0,17.0,19,22.0,0.0,36.0
0,1,0,6.0,14,31.0,0.0,36.0
0,1,0,72.0,3,93.0,0.0,35.0
0,1,0,65.0,0,20.0,0.0,36.0
0,1,0,32.0,27,93.0,0.0,36.0
0,1,0,50.0,10,44.0,0.0,50.0
0,1,0,8.0,13,48.0,0.0,45.0
0,1,0,64.0,7,20.0,0.0,55.0
0,1,0,15.0,17,27.0,0.0,36.0
0,1,0,10.0,30,28.0,0.0,36.0
0,1,0,12.0,18,40.0,0.0,36.0
0,1,0,7.0,14,46.0,0.0,36.0
0,1,0,26.0,4,52.0,0.0,44.0
0,1,0,7.0,19,67.0,0.0,47.0
0,1,0,7.0,19,69.0,0.0,34.0
0,1,0,68.0,9,93.0,0.0,36.0
0,1,0,24.0,7,20.0,0.0,36.0
0,1,0,109.0,9,93.0,0.0,36.0
0,1,0,19.0,32,93.0,0.0,36.0
0,1,0,6.0,0,20.0,0.0,49.0
0,1,0,11.0,9,13.0,0.0,36.0
0,1,0,67.0,17,12.0,0.0,36.0
0,1,0,93.0,20,17.0,0.0,36.0
0,1,0,86.0,4,11.0,0.0,36.0
0,1,0,86.0,4,11.0,0.0,36.0
0,1,0,15.0,9,15.0,0.0,36.0
0,1,0,36.0,3,80.0,0.0,55.0
0,1,0,28.0,13,0.0,0.0,36.0
0,1,0,15.0,3,80.0,0.0,34.0
0,1,0,119.0,4,17.0,0.0,36.0
0,1,0,4.0,19,14.0,0.0,36.0
0,1,0,24.0,17,12.0,0.0,36.0
0,1,0,59.0,12,11.0,0.0,36.0
0,1,0,81.0,3,36.0,0.0,30.0
0,1,0,6.0,19,23.0,0.0,25.0
0,1,0,50.0,4,34.0,0.0,36.0
0,1,0,13.0,7,16.0,0.0,36.0
0,1,0,41.0,3,20.0,0.0,55.0
0,1,0,7.0,0,20.0,0.0,36.0
0,1,0,90.0,7,10.0,0.0,36.0
0,1,0,6.0,0,10.0,0.0,36.0
0,1,0,50.0,16,27.0,0.0,36.0
0,1,0,35.0,13,10.0,0.0,34.0
0,1,0,3.0,9,10.0,0.0,36.0
0,1,0,16.0,3,80.0,0.0,55.0
0,1,0,3.0,47,14.0,0.0,36.0
0,1,0,30.0,12,10.0,0.0,31.0
0,1,0,9.0,31,32.0,0.0,36.0
0,1,0,5.0,12,14.0,0.0,36.0
0,1,0,119.0,19,17.0,0.0,36.0
0,1,0,42.0,41,40.0,0.0,55.0
0,1,0,14.0,31,19.0,0.0,36.0
0,1,0,15.0,31,19.0,0.0,36.0
0,1,0,26.0,4,19.0,0.0,36.0
0,1,0,36.0,14,17.0,0.0,36.0
0,1,0,11.0,12,10.0,0.0,31.0
0,1,0,62.0,15,80.0,0.0,36.0
0,1,0,4.0,3,23.0,0.0,50.0
0,1,0,5.0,0,10.0,0.0,36.0
0,1,0,7.0,18,20.0,0.0,36.0
0,1,0,1.0,0,20.0,0.0,36.0
0,1,0,12.0,3,23.0,0.0,37.0
0,1,0,5.0,0,20.0,0.0,36.0
0,1,0,3.0,4,20.0,0.0,36.0
0,1,0,7.0,17,20.0,0.0,36.0
0,1,0,4.0,16,75.0,0.0,36.0
0,1,0,11.0,14,20.0,0.0,35.0
1,1,0,8.0,13,39.0,15.6,55.0
1,1,0,4.0,13,31.0,12.4,55.0
1,1,0,16.0,25,15.0,6.0,42.0
1,1,0,8.0,25,23.0,9.2,38.0
0,1,0,8.0,17,39.75,25.84,45.0
1,1,0,2.0,9,1.61,0.45,48.0
1,1,0,49.31707355588542,9,2.44,0.68,48.0
1,1,0,44.0,9,2.64,0.74,48.0
1,1,0,30.0,9,5.72,1.6,48.0
1,1,0,9.0,16,35.0,12.25,36.0
1,1,0,119.0,17,37.0,12.95,34.0
1,1,0,11.0,4,22.0,7.7,45.0
1,1,0,80.0,10,0.0,12.25,34.0
1,1,0,23.0,14,26.0,9.1,32.0
1,1,0,72.0,4,18.0,6.3,55.0
1,1,0,43.0,4,30.0,10.5,32.0
1,1,0,12.0,13,35.0,12.25,55.0
1,1,0,10.0,12,22.0,7.7,55.0
1,1,0,26.0,14,35.0,12.25,51.0
1,1,0,5.0,4,22.0,7.7,51.0
1,1,0,16.0,17,18.0,6.3,35.0
1,1,0,10.0,9,20.0,5.0,29.0
1,1,0,5.0,9,21.0,5.25,55.0
1,1,0,5.0,9,16.0,4.0,40.0
1,1,0,78.0,9,45.5,11.38,30.0
1,1,0,9.0,9,16.0,4.0,25.0
1,1,0,9.0,9,16.0,4.0,24.0
1,1,0,24.0,9,33.5,8.38,30.0
1,1,0,6.0,9,21.0,5.25,31.0
1,1,0,99.0,9,60.0,15.0,41.0
1,1,0,104.0,9,93.0,28.875000000000004,23.0
1,1,0,26.0,9,39.0,9.75,55.0
1,1,0,42.0,9,81.5,20.38,29.0
1,1,0,119.0,9,93.0,28.875000000000004,36.0
1,1,0,119.0,9,93.0,28.875000000000004,28.0
0,1,0,66.0,20,29.7,17.82,40.0
0,1,0,9.0,4,29.7,17.82,30.0
0,1,0,119.0,11,93.0,28.875000000000004,52.0
0,1,0,104.0,33,93.0,28.875000000000004,50.0
0,1,0,51.0,1,59.4,28.875000000000004,39.0
0,1,0,50.0,1,39.6,23.76,31.0
0,1,0,7.0,1,59.4,28.875000000000004,28.0
0,1,0,9.0,4,39.6,23.76,52.0
0,1,0,7.0,1,59.4,28.875000000000004,55.0
0,1,0,88.0,11,59.4,28.875000000000004,46.0
0,1,0,94.0,11,89.1,28.875000000000004,47.0
0,1,0,6.0,0,9.9,5.94,55.0
0,1,0,3.0,1,19.8,11.88,31.0
0,1,0,102.0,1,59.4,28.875000000000004,55.0
0,1,0,6.0,15,59.4,28.875000000000004,31.0
0,1,0,7.0,47,59.4,28.875000000000004,48.0
0,1,0,13.0,57,0.0,5.94,40.0
0,1,0,21.0,20,29.7,17.82,30.0
0,1,0,7.0,0,19.8,11.88,47.0
0,1,0,6.0,0,0.0,11.88,43.0
0,1,0,40.0,12,27.0,0.0,23.0
0,1,0,31.0,3,93.0,0.0,40.0
0,1,0,119.0,9,93.0,0.0,36.0
0,1,0,119.0,9,93.0,0.0,36.0
0,1,0,119.0,56,89.0,0.0,36.0
0,1,0,9.0,7,20.0,0.0,36.0
0,1,0,65.0,4,32.0,0.0,55.0
0,1,0,119.0,56,93.0,0.0,36.0
0,1,0,12.0,18,34.0,0.0,36.0
0,1,0,86.0,4,20.0,0.0,46.0
0,1,0,22.0,10,81.0,0.0,32.0
0,1,0,19.0,13,26.0,0.0,36.0
0,1,0,117.0,4,20.0,0.0,51.0
0,1,0,37.0,4,40.0,0.0,36.0
0,1,0,41.0,9,29.0,0.0,47.0
0,1,0,8.0,11,31.0,0.0,36.0
0,1,0,15.0,4,20.0,0.0,25.0
0,1,0,64.0,10,49.0,0.0,36.0
0,1,0,45.0,4,20.0,0.0,33.0
0,1,0,6.0,23,93.0,0.0,36.0
0,1,0,78.0,4,42.0,0.0,36.0
0,1,0,29.0,9,20.0,0.0,36.0
0,1,0,119.0,17,28.0,0.0,36.0
0,1,0,105.0,16,80.0,0.0,36.0
0,1,0,35.0,14,33.0,0.0,36.0
0,1,0,5.0,17,38.0,0.0,55.0
0,1,0,33.0,14,66.0,0.0,36.0
0,1,0,14.0,4,32.0,0.0,36.0
0,1,0,21.0,10,38.0,0.0,36.0
0,1,0,4.0,10,10.0,0.0,36.0
0,1,0,25.0,65,27.0,0.0,36.0
0,1,0,10.0,7,10.0,0.0,27.0
0,1,0,62.0,17,11.0,0.0,36.0
0,1,0,28.0,7,10.0,0.0,36.0
0,1,0,28.0,7,15.0,0.0,36.0
0,1,0,37.0,14,22.0,0.0,36.0
0,1,0,8.0,12,19.0,0.0,36.0
0,1,0,1.0,27,11.0,0.0,36.0
0,1,0,85.0,35,37.0,0.0,36.0
0,1,0,32.0,17,17.0,0.0,36.0
0,1,0,59.0,9,10.0,0.0,36.0
0,1,0,21.0,11,62.0,0.0,36.0
0,1,0,106.0,0,13.0,0.0,36.0
0,1,0,18.0,10,38.0,0.0,36.0
0,1,0,31.0,4,19.0,0.0,25.0
0,1,0,9.0,0,10.0,0.0,36.0
0,1,0,119.0,0,10.0,0.0,36.0
0,1,0,92.0,13,26.0,0.0,36.0
0,1,0,6.0,15,53.0,0.0,36.0
0,1,0,54.0,20,23.0,0.0,30.0
0,1,0,19.0,56,32.0,0.0,36.0
0,1,0,4.0,10,13.0,0.0,30.0
0,1,0,8.0,44,45.0,0.0,36.0
0,1,0,50.0,14,33.0,0.0,36.0
0,1,0,14.0,9,59.0,0.0,29.0
0,1,0,8.0,12,10.0,0.0,29.0
0,1,0,13.0,14,17.0,0.0,36.0
0,1,0,9.0,14,25.0,0.0,36.0
0,1,0,3.0,3,53.0,0.0,46.0
0,1,0,3.0,0,10.0,0.0,36.0
0,1,0,18.0,7,10.0,0.0,55.0
0,1,0,93.0,31,36.0,0.0,36.0
0,1,0,119.0,3,69.0,0.0,43.0
0,1,0,3.0,1,10.0,0.0,32.0
0,1,0,97.0,17,12.0,0.0,36.0
0,1,0,97.0,9,11.0,0.0,36.0
0,1,0,3.0,9,20.0,0.0,36.0
0,1,0,1.0,3,83.0,0.0,23.0
0,1,0,3.0,14,20.0,0.0,32.0
0,1,0,1.0,16,20.0,0.0,55.0
0,1,0,57.0,1,27.0,0.0,29.0
0,1,0,64.0,9,20.0,0.0,29.0
0,1,0,10.0,10,20.0,0.0,26.0
0,1,0,5.0,31,22.0,0.0,36.0
0,1,0,30.0,3,93.0,0.0,46.0
0,1,0,3.0,17,20.0,0.0,39.0
0,1,0,24.0,9,49.0,0.0,36.0
0,1,0,7.0,9,0.0,0.0,27.0
0,1,0,101.0,20,20.0,0.0,23.0
1,1,0,119.0,13,93.0,28.875000000000004,55.0
1,1,0,29.0,13,31.0,12.4,55.0
1,1,0,31.0,13,31.0,12.4,55.0
1,1,0,8.0,13,39.0,15.6,55.0
1,1,0,4.0,13,31.0,12.4,55.0
1,1,0,4.0,25,15.0,6.0,35.0
1,1,0,119.0,25,15.0,6.0,33.0
1,1,1,63.0,9,9.33,2.62,48.0
1,1,0,6.0,19,26.0,9.1,49.0
1,1,0,119.0,12,22.0,7.7,34.0
1,1,0,2.0,19,22.0,7.7,55.0
1,1,0,10.0,12,22.0,7.7,55.0
1,1,0,7.0,14,26.0,9.1,41.0
1,1,0,119.0,17,37.0,12.95,40.0
1,1,0,62.0,14,40.0,14.0,35.0
1,1,0,12.0,0,22.0,7.7,55.0
1,1,0,1.0,0,18.0,6.3,35.0
1,1,0,8.0,14,35.0,12.25,32.0
1,1,0,113.0,18,42.0,14.7,28.0
1,1,0,5.0,18,18.0,6.3,30.0
1,1,0,14.0,18,33.0,11.55,28.0
1,1,0,38.0,14,44.0,15.4,25.0
1,1,0,55.0,16,26.0,9.1,44.0
1,1,0,13.0,4,22.0,7.7,45.0
1,1,0,24.0,20,44.0,15.4,37.0
1,1,0,4.0,11,67.0,23.45,30.0
1,1,0,119.0,14,58.0,20.3,38.0
0,0,0,76.0,4,29.0,9.57,38.0
0,0,0,61.0,4,29.0,9.57,44.0
1,1,0,4.0,9,21.0,5.25,35.0
1,1,0,64.0,9,60.0,15.0,28.0
1,1,0,6.0,9,16.0,4.0,26.0
1,1,0,37.0,9,0.0,5.0,55.0
1,1,0,64.0,9,53.0,13.25,34.0
1,1,0,14.0,9,33.5,8.38,55.0
1,1,0,13.0,9,27.0,6.75,26.0
1,1,0,7.0,9,20.0,5.0,41.0
1,1,0,14.0,9,33.5,8.38,27.0
1,1,0,16.0,9,72.0,18.0,35.0
1,1,0,84.0,9,39.0,9.75,41.0
1,1,0,84.0,9,39.0,9.75,41.0
1,1,0,4.0,9,22.5,5.63,30.0
1,1,1,90.0,9,39.0,9.75,27.0
1,1,0,18.0,9,72.0,18.0,38.0
1,1,0,9.0,9,33.5,8.38,29.0
